NETSTAT.EXE,0,0.0001604855
tiffsplit.exe,0,2.4735928e-06
pydoc.exe,0,0.0
genccode.exe,0,7.748604e-07
sendctrlc.x64.B37C5E935F3DA60B2940592241F826DA.exe,0,5.6922436e-06
raserver.exe,0,0.00025045872
watchgnupg.exe,0,0.0
bsdtar.exe,0,7.453561e-05
rmid.exe,0,8.940697e-08
elfedit.exe,0,0.00052830577
HTML2PDFWrapFor64Bit.exe,0,0.0
gzip.exe,0,1.7881393e-07
wuapihost.exe,0,0.0
pr.exe,0,2.9802322e-08
ServiceHub.Host.CLR.exe,0,2.026558e-06
cal.exe,0,3.2782555e-07
pdfseparate.exe,0,0.0
addftinfo.exe,0,2.9802322e-08
jlpm.exe,0,1.9073486e-06
tailf.exe,0,8.940697e-08
midl.exe,0,0.0002824068
mkfs.cramfs.exe,0,1.4901161e-06
latexdiff-fast.exe,0,0.0
Easeware.CheckScheduledScan.exe,0,0.00032404065
pdf2ps.exe,0,0.0
jrunscript.exe,0,3.516674e-06
ctfmon.exe,0,4.4703484e-07
SearchFilterHost.exe,0,7.325411e-05
regtool.exe,0,1.5199184e-06
XSplit.xgcbp.exe,0,6.401539e-05
inject-helper32.exe,0,0.00024816394
gss-client.exe,0,1.2218952e-06
pkfix.exe,0,0.0
DevicePairingWizard.exe,0,2.6583672e-05
appidtel.exe,0,0.00028178096
aspnet_compiler.exe,0,3.4868717e-05
orange-canvas.exe,0,0.0
base64.exe,0,8.940697e-08
jar.exe,0,0.0
MDMAppInstaller.exe,0,1.0728836e-06
GoogleUpdateOnDemand.exe,0,0.021348506
mft.exe,0,0.0
CredentialProvider.Microsoft.exe,0,5.364418e-07
VBoxDTrace.exe,0,0.00035950541
launch_instance.exe,0,0.0
ldp.exe,0,0.0006005466
tftopl.exe,0,5.9604645e-08
cygcheck.exe,0,0.00028070807
ONENOTEM.EXE,0,0.0
appcmd.exe,0,0.001525253
SystemPropertiesPerformance.exe,0,4.5508146e-05
rmic.exe,0,0.0
sha224sum.exe,0,1.7881393e-07
unlink.exe,0,2.9802322e-08
AdobeIPCBrokerCustomHook.exe,0,0.00077852607
SMConfigInstaller.exe,0,0.0005606115
LaunchTM.exe,0,0.0006823838
diff3.exe,0,1.1056662e-05
mathspic113.exe,0,0.0
PrintBrmUi.exe,0,0.001185596
DiagnosticsHub.StandardCollector.Service.exe,0,0.0
texosquery-jre5.exe,0,0.0
dsdbutil.exe,0,0.00074633956
UNPUXHost.exe,0,6.020069e-06
perl5.26.2.exe,0,0.0
calc.exe,0,6.851554e-05
scmfb.exe,0,6.401539e-05
OptionalFeatures.exe,0,0.00041604042
lodctr.exe,0,6.097555e-05
whoami.exe,0,0.00058975816
UserControlTestContainer.exe,0,0.003108114
fsnotifier.exe,0,0.0006659627
tiff2bw.exe,0,2.682209e-07
tiff2pdf.exe,0,7.748604e-07
CloseSCM.exe,0,2.5868416e-05
vpe.exe,0,0.0
miktex-psnup.exe,0,5.9604645e-08
ssh-agent.exe,0,0.00053712726
ProtonVPN.ErrorMessage.exe,0,0.00032132864
PackageInspector.exe,0,2.9802322e-08
miktex-gftopk.exe,0,5.9604645e-08
pedigree.exe,0,0.0
i686-w64-mingw32-deflatehd.exe,0,1.0430813e-05
edit_test.exe,0,1.66893e-06
miktex-fc-conflist.exe,0,8.940697e-08
df.exe,0,0.0
UevAppMonitor.exe,0,0.0001783967
cygpath.exe,0,1.1622906e-06
ActiveX.exe,0,0.00012555718
bigram.exe,0,0.0
gpg-wks-server.exe,0,0.0
cmak.exe,0,0.001211226
gpgscm.exe,0,0.0
virtualenv.exe,0,3.7640333e-05
speedtest.exe,0,5.453825e-06
msgcmp.exe,0,0.0
wmpshare.exe,0,0.0010307133
biokey2html2.exe,0,0.0
pdfinfo.exe,0,8.940697e-08
filtreg.exe,0,0.0010855496
msdtc.exe,0,6.0498714e-06
TestRunner.exe,0,0.00024846196
wiaacmgr.exe,0,4.890561e-05
odt2txt.exe,0,0.0
newdev.exe,0,7.57277e-05
DropboxCrashHandler.exe,0,0.00018954277
mcookie.exe,0,8.940697e-08
fitsdiff.exe,0,0.0
coInst.exe,0,1.7881393e-07
tiff2rgba.exe,0,2.3841858e-07
VSIISExeLauncher.exe,0,0.00017207861
tic.exe,0,2.0861626e-07
bscmake.exe,0,0.00033542514
mpost.exe,0,1.1920929e-07
ProtonVPNService.exe,0,0.00014358759
osmadminicon.exe,0,5.763769e-05
nl.exe,0,1.1920929e-07
gcc-ranlib.exe,0,8.940697e-08
jupyter-migrate.exe,0,0.0
rmdir.exe,0,0.0016129315
eventvwr.exe,0,0.889037
XblGameSaveTask.exe,0,0.0
[.exe,0,4.7683716e-07
LegacyNetUXHost.exe,0,1.7881393e-07
perfmon.exe,0,0.00022998452
minidumper.exe,0,5.9872866e-05
dvipng.exe,0,1.3113022e-06
MicrosoftEdgeSH.exe,0,2.9802322e-08
pg.exe,0,2.3841858e-07
InetMgr.exe,0,0.0011107624
jvisualvm.exe,0,0.0014800429
lexgrog.exe,0,0.00060489774
split.exe,0,8.940697e-08
evntwin.exe,0,0.0012496114
gcj.exe,0,5.1259995e-06
appcertui.exe,0,2.6851892e-05
verclsid.exe,0,1.8179417e-06
PackageEditor.exe,0,0.0003219247
xzdec.exe,0,6.2584877e-07
conda-convert.exe,0,0.0
adig.exe,0,1.8775463e-06
autoinst.exe,0,0.0
cygdb.exe,0,0.0
p11-kit-remote.exe,0,0.0
pip3.7.exe,0,3.7640333e-05
pypostproc.exe,0,0.0
vsdiagview.exe,0,0.0002194345
env.exe,0,5.3614378e-05
prepmx.exe,0,4.172325e-07
anaconda-project.exe,0,0.0
cefsconv.exe,0,2.0861626e-07
miktex-psbook.exe,0,0.0
wininst-6.0.exe,0,0.0006610453
wextract.exe,0,0.00015202165
CNFNOT32.EXE,0,0.0003157854
compact.exe,0,7.805228e-05
jupyter-notebook.exe,0,0.0
cjk-gs-integrate.exe,0,0.0
idlj.exe,0,0.0
make.exe,0,0.0003259778
qcollectiongenerator.exe,0,5.9604645e-08
wish.exe,0,9.864569e-06
mit2ms.exe,0,1.14142895e-05
ssp.exe,0,5.9604645e-08
VSPerfReport.exe,0,0.0002347827
dask-ssh.exe,0,0.0
jhsdb.exe,0,1.1920929e-07
miktex-fc-pattern.exe,0,0.0
script.exe,0,0.0
mfirstuc.exe,0,0.0
arara.exe,0,0.0
alternatives.exe,0,2.9802322e-07
csvde.exe,0,0.0007215142
RdpSa.exe,0,1.30832195e-05
ChtIME.exe,0,2.9802322e-07
LanguageComponentsInstallerComHandler.exe,0,0.0
EduPrintProv.exe,0,5.9604645e-08
osmclienticon.exe,0,5.763769e-05
route53.exe,0,0.0
pythonw.exe,0,0.0001308024
wmpnscfg.exe,0,9.161234e-05
tr.exe,0,1.347065e-05
conda-metapackage.exe,0,0.0
tzsync.exe,0,0.0003556013
sleep.exe,0,0.0
VsImmersiveActivateHelper.exe,0,0.00027033687
fax2ps.exe,0,1.1920929e-07
gc.exe,0,0.0008276999
truncate.exe,0,0.0
uuidd.exe,0,0.0
odbcad32.exe,0,3.85046e-05
yat2m.exe,0,0.0
depythontex.exe,0,0.0
cq.exe,0,0.0
pdftops.exe,0,0.0
RelPost.exe,0,2.1666288e-05
MDMAgent.exe,0,2.3841858e-07
setupplatform.exe,0,0.0002462566
soelim.exe,0,5.9604645e-08
showtable.exe,0,1.9073486e-06
rasautou.exe,0,8.374453e-06
dosepsbin.exe,0,0.0
unlodctr.exe,0,2.4437904e-06
srcredact.exe,0,0.0
DDConfigCA.exe,0,0.00053858757
clip.exe,0,2.3901463e-05
miktex-fc-match.exe,0,8.940697e-08
ltximg.exe,0,0.0
ziptool.exe,0,1.7881393e-07
vshost-clr2.exe,0,8.121133e-05
osrrb.exe,0,1.5199184e-06
DismHost.exe,0,0.000117212534
extractres.exe,0,0.0
vfpctrl.exe,0,0.9364933
vsn.exe,0,0.00015926361
pip3.exe,0,3.7640333e-05
bibdoiadd.exe,0,0.0
colcrt.exe,0,1.7881393e-07
ExecCmd.exe,0,0.00050371885
CodeHelper.exe,0,0.0006917715
ServiceModelReg.exe,0,0.0004131794
qdbus.exe,0,2.9802322e-08
baaupdate.exe,0,0.0012242496
jupyter.exe,0,0.0
lzmadec.exe,0,4.172325e-07
MsiMsp.exe,0,3.9577484e-05
lookbib.exe,0,0.0
s3put.exe,0,0.0
VsDebugWERHelper.exe,0,0.00040197372
cvtres.exe,0,0.0004300475
jhat.exe,0,0.0
keytool.exe,0,0.0
grotty.exe,0,5.9604645e-08
makeindex.exe,0,0.0
lpq.exe,0,0.0008639991
miktex-fc-cat.exe,0,0.0
urlbst.exe,0,0.0
dvitomp.exe,0,1.1920929e-07
pythonservice.exe,0,1.4901161e-07
ImagingDevices.exe,0,4.711747e-05
vdir.exe,0,0.0
tput.exe,0,0.0
catman.exe,0,0.0
PinEnrollmentBroker.exe,0,0.0
otp2ocp.exe,0,2.4437904e-06
CCXUninstallHook.exe,0,0.00042316318
ucsvc.exe,0,8.34465e-07
rdpsign.exe,0,0.001026094
trust.exe,0,5.066395e-07
reg.exe,0,0.0017977953
splwow64.exe,0,6.237626e-05
ibyhyph.exe,0,0.0
XSplitCleanup2x64.exe,0,0.00013557076
UserAccountBroker.exe,0,3.4213066e-05
PerfWatson2.exe,0,5.698204e-05
FXSUNATD.exe,0,1.2814999e-05
fsutil.exe,0,5.0365925e-06
latexpand.exe,0,0.0
fodhelper.exe,0,3.427267e-06
VSTOInstaller.exe,0,0.0013533235
vs_installer.windows.exe,0,0.00043082237
tex2xindy.exe,0,5.9604645e-08
mknod.exe,0,0.0
wsmprovhost.exe,0,3.9339066e-06
gsf2pk.exe,0,0.0
ht.exe,0,0.0
chktex.exe,0,2.9802322e-07
dircolors.exe,0,5.9604645e-08
AddInProcess32.exe,0,1.5199184e-06
IntelCSC.exe,0,3.5315752e-05
vlc-cache-gen.exe,0,0.0005172193
Microsoft.Uev.SyncController.exe,0,0.0006392002
nslookup.exe,0,8.779764e-05
DeviceCensus.exe,0,2.9802322e-08
jupyter-nbconvert.exe,0,0.0
wcsetupagent.exe,0,0.00090026855
ifc.exe,0,0.00030091405
gbkpdflatex.exe,0,0.0
